#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,height,weight,base_experience,sprites
526,Porygon-Z,Normal,Normal,85,80,70,135,75,90,4,False,9,340,241,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/porygon-z.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/porygon-z.gif'}"
527,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,False,16,520,233,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gallade.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gallade.gif'}"
529,Probopass,Rock,Steel,60,55,145,75,150,40,4,False,14,3400,184,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/probopass.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/probopass.gif'}"
530,Dusknoir,Ghost,Normal,45,100,135,65,135,45,4,False,22,1066,236,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/dusknoir.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/dusknoir.gif'}"
531,Froslass,Ice,Ghost,70,80,70,80,70,110,4,False,13,266,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/froslass.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/froslass.gif'}"
532,Rotom,Electric,Ghost,50,50,77,95,77,91,4,False,3,3,154,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/rotom.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/rotom.gif'}"
538,Uxie,Psychic,Normal,75,75,130,75,130,95,4,True,3,3,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/uxie.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/uxie.gif'}"
539,Mesprit,Psychic,Normal,80,105,105,105,105,80,4,True,3,3,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mesprit.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mesprit.gif'}"
540,Azelf,Psychic,Normal,75,125,70,125,70,115,4,True,3,3,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/azelf.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/azelf.gif'}"
541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True,54,6830,306,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/dialga.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/dialga.gif'}"
542,Palkia,Water,Dragon,90,120,100,150,120,100,4,True,42,3360,306,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/palkia.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/palkia.gif'}"
543,Heatran,Fire,Steel,91,90,106,130,106,77,4,True,17,4300,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/heatran.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/heatran.gif'}"
544,Regigigas,Normal,Normal,110,160,110,80,110,100,4,True,37,4200,302,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/regigigas.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/regigigas.gif'}"
547,Cresselia,Psychic,Normal,120,70,120,75,130,85,4,False,15,856,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cresselia.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cresselia.gif'}"
548,Phione,Water,Normal,80,80,80,80,80,80,4,False,4,31,216,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/phione.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/phione.gif'}"
549,Manaphy,Water,Normal,100,100,100,100,100,100,4,False,3,14,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/manaphy.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/manaphy.gif'}"
550,Darkrai,Dark,Normal,70,90,90,135,90,125,4,True,15,505,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/darkrai.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/darkrai.gif'}"
553,Arceus,Normal,Normal,120,120,120,120,120,120,4,True,32,3200,324,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/arceus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/arceus.gif'}"
554,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,4,40,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/victini.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/victini.gif'}"
555,Snivy,Grass,Normal,45,45,55,45,55,63,5,False,6,81,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/snivy.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/snivy.gif'}"
556,Servine,Grass,Normal,60,60,75,60,75,83,5,False,8,160,145,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/servine.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/servine.gif'}"
557,Serperior,Grass,Normal,75,75,95,75,95,113,5,False,33,630,238,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/serperior.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/serperior.gif'}"
558,Tepig,Fire,Normal,65,63,45,45,45,45,5,False,5,99,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tepig.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tepig.gif'}"
559,Pignite,Fire,Fighting,90,93,55,70,55,55,5,False,10,555,146,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pignite.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pignite.gif'}"
560,Emboar,Fire,Fighting,110,123,65,100,65,65,5,False,16,1500,238,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/emboar.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/emboar.gif'}"
561,Oshawott,Water,Normal,55,55,45,63,45,45,5,False,5,59,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/oshawott.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/oshawott.gif'}"
562,Dewott,Water,Normal,75,75,60,83,60,60,5,False,8,245,145,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/dewott.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/dewott.gif'}"
563,Samurott,Water,Normal,95,100,85,108,70,70,5,False,15,946,238,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/samurott.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/samurott.gif'}"
564,Patrat,Normal,Normal,45,55,39,35,39,42,5,False,5,116,51,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/patrat.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/patrat.gif'}"
565,Watchog,Normal,Normal,60,85,69,60,69,77,5,False,11,270,147,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/watchog.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/watchog.gif'}"
566,Lillipup,Normal,Normal,45,60,45,25,45,55,5,False,4,41,55,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lillipup.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lillipup.gif'}"
567,Herdier,Normal,Normal,65,80,65,35,65,60,5,False,9,147,130,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/herdier.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/herdier.gif'}"
568,Stoutland,Normal,Normal,85,110,90,45,90,80,5,False,12,610,225,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/stoutland.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/stoutland.gif'}"
569,Purrloin,Dark,Normal,41,50,37,50,37,66,5,False,4,101,56,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/purrloin.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/purrloin.gif'}"
570,Liepard,Dark,Normal,64,88,50,88,50,106,5,False,11,375,156,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/liepard.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/liepard.gif'}"
571,Pansage,Grass,Normal,50,53,48,53,48,64,5,False,6,105,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pansage.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pansage.gif'}"
572,Simisage,Grass,Normal,75,98,63,98,63,101,5,False,11,305,174,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/simisage.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/simisage.gif'}"
573,Pansear,Fire,Normal,50,53,48,53,48,64,5,False,6,110,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pansear.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pansear.gif'}"
574,Simisear,Fire,Normal,75,98,63,98,63,101,5,False,10,280,174,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/simisear.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/simisear.gif'}"
575,Panpour,Water,Normal,50,53,48,53,48,64,5,False,6,135,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/panpour.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/panpour.gif'}"
576,Simipour,Water,Normal,75,98,63,98,63,101,5,False,10,290,174,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/simipour.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/simipour.gif'}"
577,Munna,Psychic,Normal,76,25,45,67,55,24,5,False,6,233,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/munna.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/munna.gif'}"
578,Musharna,Psychic,Normal,116,55,85,107,95,29,5,False,11,605,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/musharna.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/musharna.gif'}"
579,Pidove,Normal,Flying,50,55,50,36,30,43,5,False,3,21,53,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pidove.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pidove.gif'}"
580,Tranquill,Normal,Flying,62,77,62,50,42,65,5,False,6,150,125,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tranquill.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tranquill.gif'}"
581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,12,290,220,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/unfezant.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/unfezant.gif'}"
582,Blitzle,Electric,Normal,45,60,32,50,32,76,5,False,8,298,59,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/blitzle.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/blitzle.gif'}"
583,Zebstrika,Electric,Normal,75,100,63,80,63,116,5,False,16,795,174,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/zebstrika.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/zebstrika.gif'}"
584,Roggenrola,Rock,Normal,55,75,85,25,25,15,5,False,4,180,56,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/roggenrola.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/roggenrola.gif'}"
585,Boldore,Rock,Normal,70,105,105,50,40,20,5,False,9,1020,137,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/boldore.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/boldore.gif'}"
586,Gigalith,Rock,Normal,85,135,130,60,80,25,5,False,17,2600,232,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gigalith.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gigalith.gif'}"
587,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False,4,21,65,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/woobat.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/woobat.gif'}"
588,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,False,9,105,149,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/swoobat.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/swoobat.gif'}"
589,Drilbur,Ground,Normal,60,85,40,30,45,68,5,False,3,85,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/drilbur.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/drilbur.gif'}"
590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False,7,404,178,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/excadrill.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/excadrill.gif'}"
591,Audino,Normal,Normal,103,60,86,60,86,50,5,False,11,310,390,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/audino.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/audino.gif'}"
593,Timburr,Fighting,Normal,75,80,55,25,35,35,5,False,6,125,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/timburr.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/timburr.gif'}"
594,Gurdurr,Fighting,Normal,85,105,85,40,50,40,5,False,12,400,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gurdurr.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gurdurr.gif'}"
595,Conkeldurr,Fighting,Normal,105,140,95,55,65,45,5,False,14,870,227,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/conkeldurr.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/conkeldurr.gif'}"
596,Tympole,Water,Normal,50,50,40,50,40,64,5,False,5,45,59,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tympole.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tympole.gif'}"
597,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False,8,170,134,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/palpitoad.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/palpitoad.gif'}"
598,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False,15,620,229,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/seismitoad.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/seismitoad.gif'}"
599,Throh,Fighting,Normal,120,100,85,30,85,45,5,False,13,555,163,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/throh.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/throh.gif'}"
600,Sawk,Fighting,Normal,75,125,75,30,75,85,5,False,14,510,163,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sawk.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sawk.gif'}"
601,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,3,25,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sewaddle.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sewaddle.gif'}"
602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False,5,73,133,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/swadloon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/swadloon.gif'}"
603,Leavanny,Bug,Grass,75,103,80,70,80,92,5,False,12,205,225,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/leavanny.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/leavanny.gif'}"
604,Venipede,Bug,Poison,30,45,59,30,39,57,5,False,4,53,52,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/venipede.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/venipede.gif'}"
605,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,False,12,585,126,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/whirlipede.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/whirlipede.gif'}"
606,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False,25,2005,218,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/scolipede.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/scolipede.gif'}"
607,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,3,6,56,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cottonee.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cottonee.gif'}"
608,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False,7,66,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/whimsicott.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/whimsicott.gif'}"
609,Petilil,Grass,Normal,45,35,50,70,50,30,5,False,5,66,56,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/petilil.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/petilil.gif'}"
610,Lilligant,Grass,Normal,70,60,75,110,75,90,5,False,11,163,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lilligant.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lilligant.gif'}"
612,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,7,152,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sandile.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sandile.gif'}"
613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False,10,334,123,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/krokorok.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/krokorok.gif'}"
614,Krookodile,Ground,Dark,95,117,80,65,70,92,5,False,15,963,234,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/krookodile.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/krookodile.gif'}"
615,Darumaka,Fire,Normal,70,90,45,15,45,50,5,False,6,375,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/darumaka.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/darumaka.gif'}"
618,Maractus,Grass,Normal,75,86,67,106,67,60,5,False,10,280,161,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/maractus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/maractus.gif'}"
619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False,3,145,65,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/dwebble.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/dwebble.gif'}"
620,Crustle,Bug,Rock,70,95,125,65,75,45,5,False,14,2000,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/crustle.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/crustle.gif'}"
621,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False,6,118,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/scraggy.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/scraggy.gif'}"
622,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,False,11,300,171,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/scrafty.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/scrafty.gif'}"
623,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False,14,140,172,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sigilyph.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sigilyph.gif'}"
624,Yamask,Ghost,Normal,38,30,85,55,65,30,5,False,5,15,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/yamask.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/yamask.gif'}"
625,Cofagrigus,Ghost,Normal,58,50,145,95,105,30,5,False,17,765,169,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cofagrigus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cofagrigus.gif'}"
626,Tirtouga,Water,Rock,54,78,103,53,45,22,5,False,7,165,71,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tirtouga.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tirtouga.gif'}"
627,Carracosta,Water,Rock,74,108,133,83,65,32,5,False,12,810,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/carracosta.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/carracosta.gif'}"
628,Archen,Rock,Flying,55,112,45,74,45,70,5,False,5,95,71,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/archen.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/archen.gif'}"
629,Archeops,Rock,Flying,75,140,65,112,65,110,5,False,14,320,177,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/archeops.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/archeops.gif'}"
630,Trubbish,Poison,Normal,50,50,62,40,62,65,5,False,6,310,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/trubbish.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/trubbish.gif'}"
631,Garbodor,Poison,Normal,80,95,82,60,82,75,5,False,19,1073,166,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/garbodor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/garbodor.gif'}"
632,Zorua,Dark,Normal,40,65,40,80,40,65,5,False,7,125,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/zorua.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/zorua.gif'}"
633,Zoroark,Dark,Normal,60,105,60,120,60,105,5,False,16,811,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/zoroark.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/zoroark.gif'}"
634,Minccino,Normal,Normal,55,50,40,40,40,75,5,False,4,58,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/minccino.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/minccino.gif'}"
635,Cinccino,Normal,Normal,75,95,60,65,60,115,5,False,5,75,165,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cinccino.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cinccino.gif'}"
636,Gothita,Psychic,Normal,45,30,50,55,65,45,5,False,4,58,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gothita.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gothita.gif'}"
637,Gothorita,Psychic,Normal,60,45,70,75,85,55,5,False,7,180,137,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gothorita.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gothorita.gif'}"
638,Gothitelle,Psychic,Normal,70,55,95,95,110,65,5,False,15,440,221,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gothitelle.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gothitelle.gif'}"
639,Solosis,Psychic,Normal,45,30,40,105,50,20,5,False,3,10,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/solosis.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/solosis.gif'}"
640,Duosion,Psychic,Normal,65,40,50,125,60,30,5,False,6,80,130,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/duosion.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/duosion.gif'}"
641,Reuniclus,Psychic,Normal,110,65,75,125,85,30,5,False,10,201,221,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/reuniclus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/reuniclus.gif'}"
642,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/ducklett.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/ducklett.gif'}"
643,Swanna,Water,Flying,75,87,63,87,63,98,5,False,13,242,166,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/swanna.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/swanna.gif'}"
644,Vanillite,Ice,Normal,36,50,50,65,60,44,5,False,4,57,61,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/vanillite.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/vanillite.gif'}"
645,Vanillish,Ice,Normal,51,65,65,80,75,59,5,False,11,410,138,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/vanillish.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/vanillish.gif'}"
646,Vanilluxe,Ice,Normal,71,95,85,110,95,79,5,False,13,575,241,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/vanilluxe.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/vanilluxe.gif'}"
647,Deerling,Normal,Grass,60,60,50,40,50,75,5,False,6,195,67,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/deerling.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/deerling.gif'}"
648,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,False,19,925,166,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sawsbuck.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sawsbuck.gif'}"
649,Emolga,Electric,Flying,55,75,60,75,60,103,5,False,4,50,150,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/emolga.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/emolga.gif'}"
650,Karrablast,Bug,Normal,50,75,45,40,45,60,5,False,5,59,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/karrablast.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/karrablast.gif'}"
651,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,10,330,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/escavalier.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/escavalier.gif'}"
652,Foongus,Grass,Poison,69,55,45,55,55,15,5,False,2,10,59,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/foongus.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/foongus.gif'}"
653,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,6,105,162,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/amoonguss.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/amoonguss.gif'}"
654,Frillish,Water,Ghost,55,40,50,65,85,40,5,False,12,330,67,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/frillish.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/frillish.gif'}"
655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False,22,1350,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/jellicent.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/jellicent.gif'}"
